key,source,target
DebugMenuText/DebugGame_InputWriteCsvMappings,إخراج csv لتعيينات الإدخال (Input),
DebugMenuText/DebugTest_DestroyItemBoxGimmickAll,آلية صندوق العناصر,
DebugMenuText/DebugLevel_LoadLOD0TextureRadius,نصف قطر تحميل خامات LOD0,
DebugMenuText/DebugTest_DestroyLiftupGimmickAll,آلية الرفع,
DebugMenuText/DebugCommand_LoadTimes,أوقات التحميل,
DebugMenuText/DebugTest_DestroyMagicSpringGimmickAll,آلية النبع السحري,
DebugMenuText/DebugCharacter_MaxSimulationIterations,Movement MaxSimulationIterations: العدو,
DebugMenuText/DebugTest_DestroyMovingFloorGimmickAll,آلية الأرضية المتحركة,
DebugMenuText/DebugUI_ShowNPCID,عرض معرف NPC,
DebugMenuText/DebugUI_ShowNPCTalkID,عرض معرف حوار NPC,
DebugMenuText/DebugCharacter_SpawnModeNPC,تحديد ظهور NPC,
DebugMenuText/DebugUMG_NPCEventViewer,مستعرض حوارات NPC,
DebugMenuText/DebugAI_LockNavegationBuild,إيقاف NavgationBuild مؤقتاً,
DebugMenuText/DebugGame_ConvertNewGamePlus,التهيئة كبيانات منقولة للعبة الجديدة+ (New Game+),
DebugMenuText/DebugSystem_ChangeNewGamePlus,عرض NewGame+ في شاشة العنوان,
DebugMenuText/DebugGame_ShownNewGamePlusFoundMessage,عرض مربّع حوار فتح NewGamePlus,
DebugMenuText/DebugCollision_DisableClipGimmickCtrl,تعطيل التحكّم بالتصادم حول اللاعب,
DebugMenuText/DebugCollision_Pawn,بيدق,
DebugMenuText/DebugCharacter_PerchRadiusThreshold,ضبط Perch Radius Threshold,
DebugMenuText/DebugCollision_PhysicsBody,جسم فيزيائي,
DebugMenuText/DebugCollision_PlayerSight,رؤية اللاعب,
DebugMenuText/DebugSound_SoundDisableSe,تعطيل المؤثرات الصوتية,
DebugMenuText/DebugTest_DestroySavePointGimmickAll,آلية نقطة الحفظ,
DebugMenuText/DebugCommand_ScreenPercentage,نسبة الشاشة,
DebugMenuText/DebugCollision_ScriptScenarioEventTrigger,مطلق حدث السيناريو,
DebugMenuText/DebugCommand_SecondaryScreenPercentage,نسبة الشاشة الثانوية,
DebugMenuText/DebugTest_DestroySwitchGimmickAll,آلية المفتاح,
DebugMenuText/DebugAI_TileGenerationJobsCount,TileGenerationJobsCount,
DebugMenuText/DebugCommand_ToggleForceDefaultMaterial,تبديل المادة الافتراضية,
DebugMenuText/DebugCommand_ScreenMessages,تبديل رسائل الشاشة,
DebugMenuText/DebugSystem_HideAllButtonIcons,إخفاء جميع أيقونات أزرار الواجهة,
DebugMenuText/DebugSystem_DisableAllUIDisplays,تعطيل عرض جميع عناصر الواجهة,
DebugMenuText/DebugCollision_Vehicle,مركبة,
DebugMenuText/DebugCollision_Visibility,الرؤية,
DebugMenuText/DebugLevel_PauseWorldCompositionUpdate,إيقاف WorldComposition مؤقتًا,
DebugMenuText/DebugCollision_WorldDynamic,عالم ديناميكي,
DebugMenuText/DebugCollision_WorldStatic,عالم ثابت,
DebugMenuText/DebugCommand_obj_list,قائمة الكائنات,
DebugMenuText/DebugCommand_GTSyncType,r.GTSyncType,
DebugMenuText/DebugCommand_rhi_SyncInterval,rhi.SyncInterval,
DebugMenuText/DebugCommand_show,إظهار,
DebugMenuText/DebugAI_show_navigation,إظهار الملاحة,
DebugMenuText/DebugCommand_slomo,الحركة البطيئة,
DebugMenuText/DebugCommand_stat,الإحصاءات,
DebugMenuText/DebugAI_stat_navigation,إحصاءات الملاحة,
DebugMenuText/DebugCommand_t_MaxFPS,t.MaxFPS,
DebugMenuText/DebugSystem_DisableCPUBoost,【Switch2】تعطيل CPU Boost,
DebugMenuText/DebugSystem_IgnoreScreenModeSetting,【Switch2】تجاهل وضع الشاشة,
DebugMenuText/DebugForcedTrophy_ACH_REVIVAL_REQUESTED,مغامر لا يستسلم,
DebugMenuText/DebugForcedTrophy_ACH_ALL_WEAPONS_ONCE,مستخدم جميع الأسلحة,
DebugMenuText/DebugForcedTrophy_ACH_EVENT_SCENE_5,القرية التي تتفتّح فيها الحكمة يومًا ما,
DebugMenuText/DebugForcedTrophy_ACH_QUEST_CLEARED_1,حل المشكلات,
DebugMenuText/DebugForcedTrophy_ACH_FAIRY_KILLS,الجنية المجتهدة,
DebugMenuText/DebugAchievement_SendAllAllTrophies,إرسال فوراً,
DebugMenuText/DebugForcedTrophy_ACH_HP_MAXED_1,قوة الحياة المتدفقة,
DebugMenuText/DebugForcedTrophy_ACH_EVENT_SCENE_4,الدرع المستعاد,
DebugMenuText/DebugForcedTrophy_ACH_ENDING_1,ما دام هناك بصيص من الأمل,
DebugMenuText/DebugLevel_DropItemDistance,مسافة توليد العناصر,
DebugMenuText/DebugBattle_DisableDropItem,تعطيل سقوط العناصر,
DebugMenuText/DebugForcedTrophy_ACH_ALL_ACCESSORIES,جامع الإكسسوارات,
DebugMenuText/EDebugMenuPage_DebugActivity,الأنشطة,
DebugMenuText/DebugArena_ExitArena,إلغاء وضع الحَلَبة,
DebugMenuText/DebugTelemetry_SendSurveyFlag,علامة إرسال الاستبيان,
DebugMenuText/DebugSystem_PutEventScriptTraceLog,إخراج سجلّ تتبّع نصّ الحدث البرمجي,
DebugMenuText/DebugTest_SaveEventFlags,المؤشرات المحفوظة أثناء تشغيل المشاهد,
DebugMenuText/DebugBonus_A9Title1,OCTOPATH TRAVELER 0（A9_TITLE_1）,
DebugMenuText/DebugAchievement_AchieveAllTrophies,تحقيق كافة كؤوس العداد,
DebugMenuText/DebugAchievement_AlmostAchieveAllTrophies,قريب من تحقيق كؤوس العداد,
DebugMenuText/EDebugMenuPage_DebugCamera,الكاميرا,
DebugMenuText/DebugGuardEvent_CarterHP,تغيير نقاط صحة كارتر (L2/R2 ±10),
DebugMenuText/DebugCharacter_CastShadowPlayer,ظلّ مُسقَط：اللاعب,
DebugMenuText/DebugCharacter_CastShadowEnemy,إسقاط الظل: العدو,
DebugMenuText/DebugCharacter_CastShadowNPC,ظلّ مُسقَط：NPC,
DebugMenuText/EDebugMenuPage_DebugCharacter,الشخصية,
DebugMenuText/DebugGame_KeyboardLanguage,تطابق لغة الكتابة والنص,
DebugMenuText/EDebugMenuPage_DebugKeyReplay,إعادة تسجيل المفاتيح,
DebugMenuText/DebugKeyReplay_IsRecording,جاري تسجيل مدخلات الأزرار (اضغط على زر R3 ثلاث مرات للإنهاء),
DebugMenuText/DebugLevel_ResetAllGimmick,تنفيذ RESET_ALL على الآليات,
DebugMenuText/DebugLevel_GimmickFlagDrawDistance,مسافة عرض حالة الآليات,
DebugMenuText/DebugLevel_ShowGimmickFlag,عرض حالة الآليات,
DebugMenuText/DebugSystem_DisableGimmickOutline,تعطيل مخططات الحيل (يُطبَّق بعد إعادة التحميل),
DebugMenuText/DebugGame_QuickSave,تنفيذ الحفظ السريع,
DebugMenuText/DebugGame_UnlockMenuQuest,فتح قائمة المهام,
DebugMenuText/DebugTowerDefence_GameClear,تفقد تأثير الفوز,
DebugMenuText/EDebugMenuPage_DebugGame,اللعبة,
DebugMenuText/DebugGame_ImportGameSave,استيراد حفظ اللعبة,
DebugMenuText/DebugGame_ExportGameSave,تصدير حفظ اللعبة,
DebugMenuText/EDebugMenuPage_DebugCollision,التصادم,
DebugMenuText/DebugCollision_Disp,عرض التصادم,
DebugMenuText/EDebugMenuPage_DebugCommand,أوامر وحدة التحكم,
DebugMenuText/DebugPlayer_PlayerCompassNeedleSelect,إبرة البوصلة,
DebugMenuText/DebugPlayer_PlayerCompassNeedleList,قائمة إبر البوصلة,
DebugMenuText/EDebugMenuPage_DebugSound,الصوت,
DebugMenuText/DebugUMG_SoundGallery,اختبار معرض الأصوات,
DebugMenuText/DebugSound_TestAmbience,اختبار الصوت AMBIENCE,
DebugMenuText/DebugSound_TestBgm,اختبار الصوت BGM,
DebugMenuText/DebugSound_TestCatVoice,اختبار الصوت CAT_VOICE,
DebugMenuText/DebugSound_TestSe,اختبار المؤثرات الصوتية,
DebugMenuText/DebugSound_TestVoice,اختبار الصوت VOICE,
DebugMenuText/DebugSound_MaximumSound,أقصى عدد للأصوات,
DebugMenuText/DebugUMG_SubQuest,تعديل المهام الفرعية,
DebugMenuText/DebugSupport_SupportCooldownTimeZero,إجراءات دعم بلا حدّ,
DebugMenuText/DebugSupport_SupportType,شخصية الدعم,
DebugMenuText/EDebugMenuPage_DebugSupport,شخصية الدعم,
DebugMenuText/DebugSupport_SupportControl2P,تحكّم اللاعب الثاني بشخصية الدعم,
DebugMenuText/DebugUMG_SupMsgViewer,مستعرض حوارات الدعم,
DebugMenuText/DebugSupport_ClearUsedSupMsg,مسح سجلّ عرض حوارات الدعم,
DebugMenuText/DebugSupport_SupportActionLevel,مستوى قدرة الدعم,
DebugMenuText/DebugSupport_SupportActionType,نوع قدرة الدعم,
DebugMenuText/EDebugMenuPage_DebugSystem,النظام,
DebugMenuText/DebugGame_ImportSystemSave,استيراد حفظ النظام,
DebugMenuText/DebugGame_ExportSystemSave,تصدير حفظ النظام,
DebugMenuText/DebugUI_DispDebugEventInfo,عرض معرّف الحدث عند تشغيل المُسلسِل,
DebugMenuText/DebugPlayer_PlayerInfinityJump,قفز غير محدود,
DebugMenuText/DebugFairyMiniGame_ScoreSet,استبدال النتيجة,
DebugMenuText/DebugSystem_DispStreamingInfo,معلومات البث,
DebugMenuText/DebugUMG_StoryViewer,عارض القصة (تصحيح),
DebugMenuText/DebugUMG_MemoryViewer,عارض القصة (الذكريات والمهام),
DebugMenuText/DebugSystem_SaveFileNoEncrypt,عدم تشفير ملف الحفظ,
DebugMenuText/DebugFairyMiniGame_SaveLog,إخراج سجل الحفظ,
DebugMenuText/DebugGame_SaveUMG,استدعاء الحفظ,
DebugMenuText/DebugLevel_ToTitle,إلى القائمة الرئيسية,
DebugMenuText/DebugFairyMiniGame_AddTime,إضافة وقت,
DebugMenuText/DebugPlayer_PlayerSprintMode,وضع الركض,
DebugMenuText/DebugPlayer_PlayerSprintAnimRate,معامل سرعة حركة وضع العَدْو,
DebugMenuText/DebugPlayer_PlayerSprintRate,مضاعف سرعة الركض,
DebugMenuText/DebugBattle_ChainCountDamaged,انقطاع السلسلة,
DebugMenuText/DebugBattle_ChainCountOverride,إضافة السلسلة,
DebugMenuText/DebugBattle_ChainCountAddRate,مضاعف زيادة السلسلة,
DebugMenuText/DebugPlayer_PlayerFixChargeDirection,تثبيت اتجاه الشحن,
DebugMenuText/DebugForcedTrophy_ACH_TOTAL_MONEY,لا قلق مع الأدوات,
DebugMenuText/EDebugMenuPage_DebugTest,الاختبار,
DebugMenuText/EDebugMenuPage_DebugTelemetry,القياس عن بعد,
DebugMenuText/DebugHUD_TelemetryOff,إيقاف القياس عن بعد,
DebugMenuText/DebugHUD_TelemetryOnUnconnected,القياس عن بُعد مُفعّل: لا اتصال بالخادم,
DebugMenuText/DebugHUD_TelemetryOnConnected,القياس عن بُعد مُفعّل: جارٍ الاتصال بالخادم,
DebugMenuText/DebugTelemetry_TelemetryEnable,تفعيل القياس عن بعد,
DebugMenuText/EDebugMenuPage_DebugUMG,تصحيح UMG,
DebugMenuText/DebugSound_Report,معلومات التصحيح,
DebugMenuText/DebugUI_HideDebugInfo,عدم عرض معلومات التصحيح على الشاشة,
DebugMenuText/EDebugMenuPage_DebugUI,عرض معلومات التصحيح,
DebugMenuText/DebugTelemetry_TelemetryDebugViewFlag,عرض التصحيح,
DebugMenuText/DebugSystem_DebugWorkInit,تهيئة إعدادات التصحيح,
DebugMenuText/DebugBonus_A9Title5,TRIANGLE STRATEGY（A9_TITLE_5）,
DebugMenuText/DebugSystem_PutCatTriggerScriptTraceLog,إخراج سجل تتبّع سكربت المُطلِقات (القطط فقط),
DebugMenuText/DebugSystem_PutTriggerScriptTraceLog,إخراج سجل تتبّع نص المُشغّل (باستثناء القطط),
DebugMenuText/EDebugMenuPage_DebugAchievement,الكؤوس / الإنجازات,
DebugMenuText/EDebugMenuPage_DebugForcedTrophy,منح الجائزة قسرًا (التحقق من اتصال PF),
DebugMenuText/DebugBonus_A9Title2,دراكي 1 و2 (A9_TITLE_2),
DebugMenuText/DebugDrumroll_EnableDrumroll,قرع الطبول,
DebugMenuText/EDebugMenuPage_DebugDrumroll,قرع الطبول,
DebugMenuText/DebugLevel_SelectDropItem,توليد عناصر الغنيمة,
DebugMenuText/DebugAI_NavigationInfo,معلومات الملاحة,
DebugMenuText/DebugUMG_Cat,تعديل البحث عن القطط,
DebugMenuText/DebugForcedTrophy_ACH_CAT_ADOPTED,زيارة قطة لطيفة,
DebugMenuText/DebugForcedTrophy_ACH_ALL_CATS_RESCUED,سيد القطط,
DebugMenuText/DebugUI_ShowCatInfo,معلومات القطط,
DebugMenuText/DebugFairyMiniGame_HighScore,استبدال النتيجة القياسية,
DebugMenuText/DebugForcedTrophy_ACH_ENEMIES_KILLED_HAMMER,سيد المطرقة,
DebugMenuText/EDebugMenuPage_DebugBattle,المعركة,
DebugMenuText/EDebugMenuPage_DebugArena,حلبة المعركة,
DebugMenuText/DebugBattle_LogMode,سجل المعركة,
DebugMenuText/DebugBonus_A9Title4,VARIOUS DAYLIFE（A9_TITLE_4）,
DebugMenuText/DebugTowerDefence_BarricadeHP,تغيير نقاط صحة الحاجز (L2/R2 ±10),
DebugMenuText/DebugPlayer_PlayerBaseMaxHp,نقاط الصحة الأساسية,
DebugMenuText/DebugPlayer_PlayerHp,نقاط الإصابة (القيمة الحالية),
DebugMenuText/DebugTowerDefence_HeurichHP,تغيير نقاط صحة هيوريك (L2/R2 ±10),
DebugMenuText/DebugMapMenu_FullOpenFastTravelPoint,فتح جميع نقاط السفر السريع,
DebugMenuText/DebugAI_FieldDisableEnemyAI,إيقاف ذكاء الميدان الاصطناعي، الأعداء,
DebugMenuText/DebugMapMenu_FullResetMapMask,إعادة ضبط قناع خريطة الميدان بالكامل,
DebugMenuText/DebugMapMenu_FullOpenMapMask,فتح قناع خريطة الميدان بالكامل,
DebugMenuText/DebugUMG_Flag,تعديل المؤشرات,
DebugMenuText/DebugArena_AutoFloorClearFlagTrue,تفعيل علامة الإكمال التلقائي للطابق,
DebugMenuText/DebugBonus_A9Title3,BRAVELY DEFAULT （A9_TITLE_3）,
DebugMenuText/DebugForcedTrophy_ACH_ENEMIES_KILLED_BOOMERANG,سيد البوميرانج,
DebugMenuText/DebugTelemetry_AgreeToPrivacyPolicy,هل وافقتَ على سياسة الخصوصية؟,
DebugMenuText/DebugTelemetry_AnswerToPrivacyPolicy,هل أجبت على سياسة الخصوصية؟,
DebugMenuText/EDebugMenuPage_DebugPlayer,اللاعب,
DebugMenuText/DebugPlayer_PlayerAcceptedInputMode,تغيير وضع الإدخال المقبول للاعب,
DebugMenuText/DebugGame_SetPlayerDeadNum,عدد وفيات اللاعب,
DebugMenuText/DebugLevel_RestartPosition,الانتقال إلى نقطة انطلاق اللاعب,
DebugMenuText/DebugPlayer_PlayerWalkSpeed,سرعة حركة اللاعب,
DebugMenuText/DebugUMG_BossAnimViewer,مستعرض حركات الزعيم,
DebugMenuText/DebugSound_VolumeBgm,مستوى صوت الموسيقى,
DebugMenuText/DebugSound_VolumeMaster,مستوى الصوت، Master,
DebugMenuText/DebugSound_VolumeSe,مستوى صوت المؤثرات,
DebugMenuText/DebugSound_VolumeVoice,مستوى الصوت، VOICE,
DebugMenuText/EDebugMenuPage_DebugMapMenu,قائمة الخريطة,
DebugMenuText/DebugMapMenu_MapTransitionAnimationMode,تأثير انتقال الخريطة,
DebugMenuText/DebugLevel_MapChange,تغيير الخريطة,
DebugMenuText/DebugFairyMiniGame_Type,نوع اللعبة المصغرة,
DebugMenuText/DebugSystem_DispMemory,عرض الذاكرة,
DebugMenuText/DebugLevel_RestartLevel,إعادة التشغيل (المستوى),
DebugMenuText/DebugAchievement_ResetAllTrophies,إعادة تعيين,
DebugMenuText/DebugActivity_ResetActivity,إعادة تعيين,
DebugMenuText/DebugTelemetry_CountWorkReset,إعادة تعيين,
DebugMenuText/EDebugMenuPage_DebugLevel,المستوى,
DebugMenuText/DebugUI_DisableRadar,تعطيل الرادار,
DebugMenuText/DebugGame_LocalLanguage,اللغة المحلية,
DebugMenuText/DebugGame_LoadUMG,استدعاء التحميل,
DebugMenuText/DebugFairyMiniGame_Cleared,هل تم الاجتياز سابقاً؟,
DebugMenuText/DebugBonus_DLCTitle2,مكافأة الحجز المسبق（DLC_TITLE_2）,
DebugMenuText/DebugForcedTrophy_ACH_QUEST_CLEARED_15,ثقة وأمان,
DebugMenuText/DebugGame_ShownTrialSaveDataFoundMessage,عرض نافذة العثور على بيانات حفظ النسخة التجريبية,
DebugMenuText/DebugSystem_ChangeTrialMode,التبديل إلى وضع النسخة التجريبية,
DebugMenuText/DebugTest_DestroyEnemyGeneratorAll,تدمير جميع مولّدات الأعداء,
DebugMenuText/DebugTest_DestroyEnemyAll,تنفيذ Destroy على جميع Enemy,
DebugMenuText/DebugTest_DestroyGimmickAll,تنفيذ Destroy على جميع Gimmick,
DebugMenuText/DebugTest_DestroyNpcAll,تنفيذ Destroy على جميع NPC,
DebugMenuText/DebugTest_DestroyNpcSpawnerAll,تنفيذ Destroy على جميع NpcSpawner,
DebugMenuText/DebugSystem_DisableEventScriptDecoder,عدم تنفيذ أيّ من النصوص البرمجية,
DebugMenuText/DebugTest_NotifyGimmick,إرسال إشعار إلى جميع الآليات,
DebugMenuText/DebugLevel_GateFullOpen,فتح جميع الأبواب,
DebugMenuText/DebugSound_SoundPlayingList,عرض قائمة الأصوات قيد التشغيل,
DebugMenuText/DebugBattle_SpawnMode_NoRespawn,عدم إعادة الظهور,
DebugMenuText/DebugForcedTrophy_ACH_POTIONS_DRUNK,رفيق المغامرة,
DebugMenuText/DebugForcedTrophy_ACH_MAGIC_STONE_CREATED,الصنع الأول,
DebugMenuText/DebugTelemetry_AgreeToTermsOfUse,هل وافقت على شروط الاستخدام؟,
DebugMenuText/DebugTelemetry_AnswerToTermsOfUse,هل تم الرد على شروط الاستخدام؟,
DebugMenuText/DebugMapMenu_FullOpenReachedAge,فتح جميع العصور المكتشفة,
DebugMenuText/DebugForcedTrophy_ACH_ENEMIES_KILLED_SWORD,سيد السيف,
DebugMenuText/DebugBattle_PercentDamageEnemy,ضرر نسبي — الأعداء,
DebugMenuText/DebugForcedTrophy_ACH_ENDING_3,في نهاية رحلة الألف عام,
